Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
1392.289,Bacillus anthracis strain Parent2,,1392,Complete,Parent2,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04093744,GCF_001683065.1,,CP012729,NZ_CP012729.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,600.0x,CLC Genomics Workbench v. 2012-03-12,1,,1,5227092,35.38,5710,5306,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,99.8,,,Good,2016-08-26T19:09:01.982Z,2016-08-26T19:09:01.982Z
1392.290,Bacillus anthracis strain Parent1,,1392,Complete,Parent1,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04093743,GCF_001683095.1,,CP012730,NZ_CP012730.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,600.0x,IDBA UD v. 1.0.9,1,,1,5228660,35.38,5712,5313,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,100,,,Good,2016-08-26T19:10:13.914Z,2016-08-26T19:10:13.914Z
1392.294,Bacillus anthracis strain PR06,,1392,Complete,PR06,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04075681,GCF_001683195.1,,CP012723,NZ_CP012723.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,750.0x,CLC Genomics Workbench v. 2012-02-01,1,,1,5228656,35.38,5715,5313,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,100,,,Good,2016-08-26T19:20:11.719Z,2016-08-26T19:20:11.719Z
1392.298,Bacillus anthracis strain PR09-4,,1392,Complete,PR09-4,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04075685,GCF_001683275.1,,CP012727,NZ_CP012727.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,571.0x,CLC Genomics Workbench v. 2012-03-12,1,,1,5227090,35.38,5709,5306,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,99.8,,,Good,2016-08-26T19:21:18.574Z,2016-08-26T19:21:18.574Z
1392.305,Bacillus anthracis strain PR01,,1392,Complete,PR01,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04075676,GCF_001683135.1,,CP012720,NZ_CP012720.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,30.0x,IDBA UD v. 1.0.9,1,,1,5228656,35.38,5714,5312,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,100,,,Good,2016-09-11T12:08:12.014Z,2016-09-11T12:08:12.014Z
1392.306,Bacillus anthracis strain PR02,,1392,Complete,PR02,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04075677,GCF_001683155.1,,CP012721,NZ_CP012721.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,690.0x,CLC Genomics Workbench v. 2012-02-01,1,,1,5228657,35.38,5715,5312,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,100,,,Good,2016-09-11T12:08:37.584Z,2016-09-11T12:08:37.584Z
1392.307,Bacillus anthracis strain PR05,,1392,Complete,PR05,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,,PRJNA295544,SAMN04075680,GCF_001683175.1,,CP012722,NZ_CP012722.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,700.0x,CLC Genomics Workbench v. 2012-02-01,1,,1,5228658,35.38,5714,5311,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,100,,,Good,2016-09-11T12:09:20.250Z,2016-09-11T12:09:20.250Z
1392.308,Bacillus anthracis strain PR07,,1392,Complete,PR07,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,,PRJNA295544,SAMN04075682,GCF_001683215.1,,CP012724,NZ_CP012724.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,633.0x,CLC Genomics v. 2012-03-12,1,,1,5227094,35.38,5708,5307,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,99.8,,,Good,2016-09-11T12:10:12.752Z,2016-09-11T12:10:12.752Z
1392.309,Bacillus anthracis strain PR08,,1392,Complete,PR08,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04075683,GCF_001683235.1,,CP012725,NZ_CP012725.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,675.0x,CLC Genomics Workbench v. 2012-03-12,1,,1,5227091,35.38,5710,5307,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,99.8,,,Good,2016-09-11T12:11:16.513Z,2016-09-11T12:11:16.513Z
1392.310,Bacillus anthracis strain PR09-1,,1392,Complete,PR09-1,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04075684,GCF_001683255.1,,CP012726,NZ_CP012726.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,545.0x,CLC Genomics Workbench v. 2012-03-12,1,,1,5227060,35.38,5712,5305,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,99.8,,,Good,2016-09-11T12:11:45.309Z,2016-09-11T12:11:45.309Z
1392.311,Bacillus anthracis strain PR10-4,,1392,Complete,PR10-4,,,,MLST.Bacillus_cereus.1,,,,2016-07-11T00:00:00Z,27152321,PRJNA295544,SAMN04075686,GCF_001683295.1,,CP012728,NZ_CP012728.1,University of Illinois at Urbana-Champaign,,Illumina HiSeq,562.0x,CLC Genomics Workbench v. 2012-03-12,1,,1,5227079,35.38,5712,5305,,,,,United States,United States,,,,,,,,,,,,,,,,,,,,C,,,,,Plantazolicin (PZN) resistant mutant,sample_type:Laboratory culture,100,99.4,99.8,,,Good,2016-09-11T12:15:15.624Z,2016-09-11T12:15:15.624Z
1392.326,Bacillus anthracis strain Tyrol 4675,,1392,Complete,Tyrol 4675,,,,MLST.Bacillus_cereus.3,genotype:B.Br.003,,,2017-01-05T00:00:00Z,,PRJNA309927,SAMN06186720,GCF_001936375.1,,"CP018903,CP018904,CP018905","NZ_CP018903.1,NZ_CP018904.1,NZ_CP018905.1",Bundeswehr Insitute of Microbiology,,Illumina,62,SPAdes v. Nov 2016,1,2,3,5504043,35.24,6169,5970,,,,1988,Austria,Austria: Tyrol,,,,,,"Cow, Bos taurus",,,,,,,,,,,,,,C,,,,,Diversity of B. anthracis strain from various geographic regions.,collected_by:F. Allerberger;sample_type:bacterial culture,100,99.1,100,,,Good,2017-01-24T01:00:36.437Z,2017-01-24T01:00:36.437Z
1392.327,Bacillus anthracis strain SPV842_15,,1392,Complete,SPV842_15,,,,MLST.Bacillus_cereus.1,,,,2017-02-08T00:00:00Z,,PRJNA368680,SAMN06270326,GCF_001990245.1,,"CP019588,CP019589","NZ_CP019588.1,NZ_CP019589.1",Universidade Federal do Rio Grande do Sul,,Illumina MiSeq,20.0x,SPAdes v. 3.9,1,1,2,5410351,35.28,6096,5911,,liver from bovine aborted fetus,,20-Aug-15,Brazil,Brazil,,,,,,"Cow, Bos taurus",,,Abortion,,,,,,,,,,,,,,,,This study was performed to compare genomes from vacinal strain and field strain.,collected_by:UFRGS,100,99.4,100,,,Good,2017-03-20T07:36:21.187Z,2017-03-20T07:36:21.187Z
1392.345,Bacillus anthracis strain FDAARGOS_341,,1392,Complete,,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_341,,2017-06-27T00:00:00Z,,PRJNA231221,SAMN06173354,,,"CP022044,CP022045",,US Food and Drug Administration,,PacBio,14.7389309711375x,"SMRT v. 2.3.0, HGAP v. 3.0",1,1,2,5410040,35.28,6190,5899,,"Colorado Serum Co., Anthrax Spore Vaccine",,15-Apr-15,United States,USA:MD,,,,,,,,,"Healthy cattle, sheep, goats, swine, and horses",,,host_disease_outcome:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally: ?«ÛPhase 1 entails collection of a previously identified microbe and nucleic acid extraction. ?«ÛPhase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and Pac Biosequencing platforms at the Institute for Genome Sciences disclaimer icon at the University of Maryland (UMD-IGS). ?«ÛPhase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases. The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:FDA CBER,100,98.7,100,1.8,,Good,2017-07-23T01:10:36.998Z,2017-07-23T01:10:36.998Z
1392.347,Bacillus anthracis strain 14RA5914,,1392,Complete,14RA5914,,,,MLST.Bacillus_cereus.1,,,,2017-08-30T00:00:00Z,,PRJNA397960,SAMN07498358,GCA_002277915.1,,"CP023001,CP023002,CP023003",,"Friedrich Loeffler Institut, Federal Research Institute for Animal Health",,PacBio,100.0x,HGAP3 v. 2.3.0,1,2,3,5546495,35.22,6020,,,spleen,,16-Apr-14,Germany,Germany: Dobichau,,,,,,Bos primigenius taurus,,,,,,,,,,,,,,,,,,,Characterisation of Bacillus anthracis isolates,"sample_type:tissue sample;collected_by:Department of Veterinary Medicine, State Institute for Consumer Protection of Saxony-Anhalt, Stendal, Germany;identified_by:Friedrich-Loeffler-Institut, Institute of Bacterial Infections and Zoonoses, Jena, Germany;passage_history:cultured",100,99,100,0.7,,Good,2017-09-28T21:30:53.786Z,2017-09-28T21:30:53.786Z
1392.348,Bacillus anthracis strain Shikan-NIID,,1392,Complete,Shikan-NIID,,,,MLST.Bacillus_cereus.1,,,,2015-06-30T00:00:00Z,26089418,PRJDB3549,SAMD00026520,GCA_002356575.1,,"AP014833,AP014834,AP014835",,National Institute of Infectious Diseases,,PacBio RS II,320x,RS_HGAP_Assembly v. 2,3,,3,5504652,35.25,6049,5864,,,,,Japan,Japan:Tokyo,,,,,,,,,,,,,,,,,,,,,,,,,De novo assembly of Bacillus anthracis isolate in Japan was performed with PacBio sequencing technology.,,100,99.1,100,,,Good,2017-11-23T02:26:50.624Z,2017-11-23T02:26:50.624Z
1392.492,Bacillus anthracis strain London_499,,1392,Complete,London_499,,,,MLST.Bacillus_cereus.1,,,,2018-06-14T00:00:00Z,,PRJNA287512,SAMN03790807,GCA_003227955.1,,"CP029805,CP029806,CP029807",,Public Health England,,Illumina; Oxford nanopore,50.0x,Unicycler v. 2017-09,1,2,3,5504232,35.24528,6191,5971,,Animal hide,,12/1/2006,United Kingdom,United Kingdom: London,,,,,,,,,,,,,,,,,,,,C,,,,,Genome sequencing of isolates from animal skins imported into the UK.,sample_type:Cultured isolate;collected_by:Public Health England,100,99.3,100,0.2,,Good,2018-07-16T04:20:14.377Z,2018-07-16T04:20:14.377Z
1392.502,Bacillus anthracis strain MCCC 1A02161,,1392,Complete,MCCC 1A02161,,,,MLST.Bacillus_cereus.778,,MCCC:1A02161,,2018-08-21T00:00:00Z,,PRJNA485400,SAMN09789251,GCA_003410255.1,,CP031642,,"The Third Institute of Oceanography, Key Laboratory of Marine Biogenetic Resources",,PacBio RSII,250.0x,HGAP v. 2.3,1,,1,5231857,35.448753,5641,5378,,sediment,,2002-10,China,China: South China Sea,,,,,,,,,,,,,,,,,,,,,,,,,The complete genome sequence of Bacillus anthracis MCCC 1A02161,sample_type:pure culture,99.9,99.2,100,1.2,,Good,2018-09-30T22:06:40.917Z,2018-09-30T22:06:40.917Z
1392.503,Bacillus anthracis strain MCCC 1A01412,,1392,Complete,MCCC 1A01412,,,,MLST.Bacillus_cereus.772,,MCCC:1A01412,,2018-08-21T00:00:00Z,,PRJNA485401,SAMN09789252,GCA_003410355.1,,"CP031643,CP031644,CP031645",,"The Third Institute of Oceanography, Key Laboratory of Marine Biogenetic Resources",,PacBio RSII,250.0x,HGAP v. 2.3,1,2,3,5372893,35.391697,5779,5526,,sediment,,2002-10,China,China: South China Sea,,,,,,,,,,,,,,,,,,,,,,,,,The complete genome sequence of Bacillus anthracis MCCC 1A01412,sample_type:pure culture,99.9,98.8,99.8,0.5,,Good,2018-09-30T22:11:00.631Z,2018-09-30T22:11:00.631Z
1392.563,Bacillus anthracis strain 17OD930,,1392,Complete,17OD930,,,,MLST.Bacillus_cereus.3,,,,2019-06-06T00:00:00Z,,PRJNA454788,SAMN09041402,GCA_006088855.1,,"CP029323,CP029324,CP029325",,"Institute of Veterinary Bacteriology, University of Bern",,Illumina MiSeq; Sanger,600.0x,SPAdes v. 3.10.1,1,2,3,5490165,35.23088,6180,5952,,placenta,,15-May-17,Switzerland,Switzerland: Kanton of Jura,,,,,,"Cow, Bos taurus",,,anthrax,,,,,,,,,,,,,,,,After an outbreak of bovine anthrax in Switzerland the outbreak strain was sequenced and compared to potentially related strains.,"collected_by:Institute of Veterinary Bacteriology, University of Bern",100,99.1,,,,Good,2019-07-16T10:45:21.392Z,2019-07-16T10:45:21.392Z
1392.645,Bacillus anthracis strain FDAARGOS_698 strain Not applicable,,1392,Complete,Not applicable,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_698,,2019-12-28T00:00:00Z,,PRJNA231221,SAMN11056413,GCA_009806595.1,,CP047097,,US Food and Drug Administration,,Pacbio; Illumina,947.26x,CA v. 8.2,1,,1,5225746,35.376938,5679,5289,,,,,USA,USA:MD,,,,,,,,,,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:U.S. Army Edgewood Chemical Biological Center,98.1,97.2,,,,Good,2020-01-31T14:27:20.505Z,2020-01-31T14:27:20.505Z
1392.646,Bacillus anthracis strain FDAARGOS_701 strain Not applicable,,1392,Complete,Not applicable,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_701,,2019-12-28T00:00:00Z,,PRJNA231221,SAMN11056416,GCA_009806615.1,,CP047098,,US Food and Drug Administration,,Pacbio; Illumina,924.47x,"SMRT v. 2.3.0, HGAP v. 3",1,,1,5227419,35.377094,5671,5290,,,,,USA,USA:MD,,,,,,,,,,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:U.S. Army Edgewood Chemical Biological Center,98.1,97.3,,,,Good,2020-01-31T14:26:53.996Z,2020-01-31T14:26:53.996Z
1392.647,Bacillus anthracis strain FDAARGOS_700 strain Not applicable,,1392,Complete,Not applicable,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_700,,2019-12-28T00:00:00Z,,PRJNA231221,SAMN11056415,GCA_009806635.1,,"CP047099,CP047100,CP047101,CP047102,CP047103",,US Food and Drug Administration,,Pacbio; Illumina,801.78x,"canu v. 1.4, SPAdes v. 3.6.0",1,4,5,5233279,35.385807,5677,5287,,,,,USA,USA:MD,,,,,,,,,,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:U.S. Army Edgewood Chemical Biological Center,98.1,97.3,,,,Good,2020-01-31T14:29:13.258Z,2020-01-31T14:29:13.258Z
1392.648,Bacillus anthracis strain FDAARGOS_705 strain Not applicable,,1392,Complete,Not applicable,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_705,,2019-12-28T00:00:00Z,,PRJNA231221,SAMN11056420,GCA_009806675.1,,"CP047107,CP047108,CP047109,CP047110",,US Food and Drug Administration,,Pacbio; Illumina,1067.97x,"canu v. 1.4, SPAdes v. 3.6.0",1,3,4,5233149,35.383286,5682,5288,,,,,USA,USA:MD,,,,,,,,,,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:U.S. Army Edgewood Chemical Biological Center,98.1,97.2,,,,Good,2020-01-31T14:33:06.237Z,2020-01-31T14:33:06.237Z
1392.649,Bacillus anthracis strain FDAARGOS_706 strain Not applicable,,1392,Complete,Not applicable,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_706,,2019-12-28T00:00:00Z,,PRJNA231221,SAMN11056421,GCA_009806655.1,,"CP047104,CP047105,CP047106",,US Food and Drug Administration,,Pacbio; Illumina,879.71x,"canu v. 1.4, SPAdes v. 3.6.0",1,2,3,5229922,35.38139,5678,5293,,,,,USA,USA:MD,,,,,,,,,,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:U.S. Army Edgewood Chemical Biological Center,98.1,97.2,,,,Good,2020-01-31T14:29:20.346Z,2020-01-31T14:29:20.346Z
1392.650,Bacillus anthracis strain FDAARGOS_704 strain Not applicable,,1392,Complete,Not applicable,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_704,,2019-12-28T00:00:00Z,,PRJNA231221,SAMN11056419,GCA_009806695.1,,CP047111,,US Food and Drug Administration,,Pacbio; Illumina,1225.21x,"SMRT v. 2.3.0, HGAP v. 3, SPAdes v. 3.6.0",1,,1,5227450,35.37729,5677,5283,,,,,USA,USA:MD,,,,,,,,,,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:U.S. Army Edgewood Chemical Biological Center,98.1,97.2,,,,Good,2020-02-07T13:50:54.571Z,2020-02-07T13:50:54.571Z
1392.713,Bacillus anthracis strain FDAARGOS_699,,1392,Complete,FDAARGOS_699,,,,MLST.Bacillus_cereus.1,,FDA:FDAARGOS_699,,2020-04-12T00:00:00Z,,PRJNA231221,SAMN11056414,GCA_012273375.1,,CP050973,,US Food and Drug Administration,,Pacbio; Illumina,823.80x,"SMRT v. 2.3.0, HGAP v. 3",1,,1,5227345,35.377354,5684,5348,,synthetic,,,USA,USA:MD,,,,,,,not applicable,Not applicable,Not applicable,,,host_disease_outcome:Not applicable;host_health_state:Not applicable;host_description:Not applicable;host_disease_stage:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA?«÷s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:U.S. Army Edgewood Chemical Biological Center,98.1,97.2,,,,Good,2020-04-26T14:29:47.489Z,2020-04-26T14:29:47.489Z
